,pattern,rating,events,actions,conds,pattern_str
1237,"-0.6923965,0.0,0.0,0.0,0.0,0.0,-1.097355,1.4369062,0.21391721,0.45158234,0.7593136,-1.1919999,0.35382015,-0.40365463,0.42730334,2.2114713,-0.12275224,-1.7677557,0.0,-0.32664254,0.23147236,1.4124072,1.2697083,0.060902335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.311154806823617,"[14, 106, 97]","['not <', 'vnot +> ', 'vnot -> ', 'v*= ', 'vnot *= ', 'v+> ', 'not >', 'not =', '<', 'nop', 'v*= ', 'v-> ', 'not <', '=', 'nop']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or']",b.z not = c.z
1238,"-0.6923965,0.0,0.0,0.0,0.0,0.0,-1.097355,1.4369062,0.21391721,0.45158234,0.7593136,-1.1919999,0.35382015,-0.40365463,0.42730334,2.2114713,-0.12275224,-1.7677557,-0.780799,-0.32664254,0.23147236,1.4124072,1.2697083,0.060902335,0.0,-0.44591156,1.1788217,0.060902335,-0.5058879,0.45158234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.104054844024021,"[14, 106, 97, 8]","['not <', 'vnot +> ', 'vnot -> ', 'v*= ', 'vnot *= ', 'v+> ', 'not >', 'not =', '<', 'nop', 'v*= ', 'v-> ', 'not <', '=', 'nop', 'nop', 'vnot *= ', 'nop', 'v-> ', 'vnot -> ']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or']",b.z not = c.z AND c.x not = a.x + 81657 or c.y ->  a.y + 18336 and c.z not < d.z
1239,"-0.6923965,0.0,0.0,0.0,0.0,0.0,-1.097355,1.4369062,0.21391721,0.45158234,0.7593136,-1.1919999,0.35382015,-0.40365463,0.42730334,2.2114713,-0.12275224,-1.7677557,-0.780799,-0.32664254,0.23147236,1.4124072,1.2697083,0.060902335,-1.4075407,-0.44591156,1.1788217,0.060902335,-0.5058879,0.45158234,0.0,-0.44591156,0.39958245,-1.260595,0.6538068,1.2219825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.440133921454004,"[14, 106, 97, 8, 4]","['not <', 'vnot +> ', 'vnot -> ', 'v*= ', 'vnot *= ', 'v+> ', 'not >', 'not =', '<', 'nop', 'v*= ', 'v-> ', 'not <', '=', 'nop', 'nop', 'vnot *= ', 'nop', 'v-> ', 'vnot -> ', '<', 'v*= ', 'vnot -> ', 'v-> ', 'vnot -> ']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and']",b.y not > e.y or b.z not = c.z AND c.x not = a.x + 81657 or c.y ->  a.y + 18336 and c.z not < d.z AND d.vy not ->  a.vy + 16024
1240,"-0.6923965,0.0,0.0,0.0,0.0,0.0,-1.097355,1.4369062,0.21391721,0.45158234,0.7593136,-1.1919999,0.35382015,-0.40365463,0.42730334,2.2114713,-0.12275224,-1.7677557,-0.780799,-0.32664254,0.23147236,1.4124072,1.2697083,0.060902335,-1.4075407,-0.44591156,1.1788217,0.060902335,-0.5058879,0.45158234,-2.3391485,-0.44591156,0.39958245,-1.260595,0.6538068,1.2219825,0.0,0.20271733,0.98656845,0.049952824,0.98656845,-2.0731864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.49859169899559,"[14, 106, 97, 8, 4, 10]","['not <', 'vnot +> ', 'vnot -> ', 'v*= ', 'vnot *= ', 'v+> ', 'not >', 'not =', '<', 'nop', 'v*= ', 'v-> ', 'not <', '=', 'nop', 'nop', 'vnot *= ', 'nop', 'v-> ', 'vnot -> ', '<', 'v*= ', 'vnot -> ', 'v-> ', 'vnot -> ', 'v+> ', 'not <', 'vnot *= ', 'not <', '>']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or']",b.y not > e.y or b.z not = c.z AND c.x not = a.x + 81657 or c.y ->  a.y + 18336 and c.z not < d.z or c.vx = f.vx AND d.vx ->  f.vx + 18410 and d.vy not ->  a.vy + 16024 AND e.y not = f.y + 5170
1241,"-0.6923965,0.0,0.0,0.0,0.0,0.0,-1.097355,1.4369062,0.21391721,0.45158234,0.7593136,-1.1919999,0.35382015,-0.40365463,0.42730334,2.2114713,-0.12275224,-1.7677557,-0.780799,-0.32664254,0.23147236,1.4124072,1.2697083,0.060902335,-1.4075407,-0.44591156,1.1788217,0.060902335,-0.5058879,0.45158234,-2.3391485,-0.44591156,0.39958245,-1.260595,0.6538068,1.2219825,-2.3391485,0.20271733,0.98656845,0.049952824,0.98656845,-2.0731864,0.0,-0.80489016,-0.48989916,0.5695951,-1.5709832,0.3072897,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.849338364245098,"[14, 106, 97, 8, 4, 10, 10]","['not <', 'vnot +> ', 'vnot -> ', 'v*= ', 'vnot *= ', 'v+> ', 'not >', 'not =', '<', 'nop', 'v*= ', 'v-> ', 'not <', '=', 'nop', 'nop', 'vnot *= ', 'nop', 'v-> ', 'vnot -> ', '<', 'v*= ', 'vnot -> ', 'v-> ', 'vnot -> ', 'v+> ', 'not <', 'vnot *= ', 'not <', '>', '<', '=', '<', 'vnot +> ', 'nop']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'and']",a.y not +>  g.y + 32307 or a.vy = g.vy * 16580 AND b.y not > e.y or b.z not = c.z AND c.x not = a.x + 81657 or c.y ->  a.y + 18336 and c.z not < d.z or c.vx = f.vx AND d.y = g.y * 10002 and d.vx ->  f.vx + 18410 and d.vy not ->  a.vy + 16024 AND e.x < g.x or e.y not = f.y + 5170 and e.z not ->  g.z + 3600 AND f.x +>  d.x + 49868 and f.y not < a.y and f.z = e.z * 4657 and f.vx not < a.vx and f.vy > a.vy
1242,"-0.6923965,0.0,0.0,0.0,0.0,0.0,-1.097355,1.4369062,0.21391721,0.45158234,0.7593136,-1.1919999,0.35382015,-0.40365463,0.42730334,2.2114713,-0.12275224,-1.7677557,-0.780799,-0.32664254,0.23147236,1.4124072,1.2697083,0.060902335,-1.4075407,-0.44591156,1.1788217,0.060902335,-0.5058879,0.45158234,-2.3391485,-0.44591156,0.39958245,-1.260595,0.6538068,1.2219825,-2.3391485,0.20271733,0.98656845,0.049952824,0.98656845,-2.0731864,1.9143597,-0.80489016,-0.48989916,0.5695951,-1.5709832,0.3072897,0.0,0.08196849,-1.3864828,-0.425751,0.73883784,0.21435185,0.0",4.4414625073072225,"[14, 106, 97, 8, 4, 10, 10, 54]","['not <', 'vnot +> ', 'vnot -> ', 'v*= ', 'vnot *= ', 'v+> ', 'not >', 'not =', '<', 'nop', 'v*= ', 'v-> ', 'not <', '=', 'nop', 'nop', 'vnot *= ', 'nop', 'v-> ', 'vnot -> ', '<', 'v*= ', 'vnot -> ', 'v-> ', 'vnot -> ', 'v+> ', 'not <', 'vnot *= ', 'not <', '>', '<', '=', '<', 'vnot +> ', 'nop', 'nop', 'nop', '>', '<', 'not =']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'and']",a.x not < h.x and a.y not +>  g.y + 32307 or a.vy = g.vy * 16580 AND b.y not > e.y or b.z not = c.z AND c.x not = a.x + 81657 or c.y ->  a.y + 18336 and c.z not < d.z or c.vx = f.vx AND d.y = g.y * 10002 and d.vx ->  f.vx + 18410 and d.vy not ->  a.vy + 16024 AND e.x < g.x or e.y not = f.y + 5170 and e.z not ->  g.z + 3600 or e.vx ->  h.vx + 1702 AND f.x +>  d.x + 49868 and f.y not < a.y and f.z = e.z * 4657 and f.vx not < a.vx and f.vy > a.vy AND g.x < b.x or g.y = b.y and g.z < e.z or g.vx not +>  a.vx + 7828
1243,"-1.5447567,0.0,0.0,0.0,0.0,0.0,0.0,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.131687970532636,[13],"['v< ', 'nop', 'nop', 'nop', 'nop']","['and', 'and', 'or', 'and', 'and']",a.x <  81943
1244,"-1.5447567,0.0,0.0,0.0,0.0,0.0,-2.3391485,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.0,1.1558291,0.29865095,1.0255796,1.9016601,-0.42530423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.3205611946644,"[13, 10]","['v< ', 'nop', 'nop', 'nop', 'nop', 'v> ', 'nop', 'vnot +> ', 'nop', '<']","['and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and']",a.x <  81943 AND b.x >  45135
1245,"-1.5447567,0.0,0.0,0.0,0.0,0.0,-2.3391485,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.5380435,1.1558291,0.29865095,1.0255796,1.9016601,-0.42530423,0.0,-1.6894598,2.1310868,0.12741368,1.4443926,1.1058197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.374023489397886,"[13, 10, 63]","['v< ', 'nop', 'nop', 'nop', 'nop', 'v> ', 'nop', 'vnot +> ', 'nop', '<', 'vnot = ', 'v+> ', 'v*= ', 'nop', 'not <']","['and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or']",a.x <  81943 AND b.x >  45135 or b.vy < a.vy AND c.x not =  34697
1246,"-1.5447567,0.0,0.0,0.0,0.0,0.0,-2.3391485,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.5380435,1.1558291,0.29865095,1.0255796,1.9016601,-0.42530423,1.7012192,-1.6894598,2.1310868,0.12741368,1.4443926,1.1058197,0.0,0.51623744,1.2697083,0.061730605,0.51850706,-0.28807786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.954349790083435,"[13, 10, 63, 49]","['v< ', 'nop', 'nop', 'nop', 'nop', 'v> ', 'nop', 'vnot +> ', 'nop', '<', 'vnot = ', 'v+> ', 'v*= ', 'nop', 'not <', 'nop', '=', 'vnot *= ', '=', 'v*= ']","['and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'and']",a.x <  81943 AND b.x >  45135 or b.vy < a.vy AND c.x not =  34697
1247,"-1.5447567,0.0,0.0,0.0,0.0,0.0,-2.3391485,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.5380435,1.1558291,0.29865095,1.0255796,1.9016601,-0.42530423,1.7012192,-1.6894598,2.1310868,0.12741368,1.4443926,1.1058197,-2.3391485,0.51623744,1.2697083,0.061730605,0.51850706,-0.28807786,0.31750786,-2.3828845,-0.28807786,-1.8567753,1.1759754,-0.74077964,0.0,-0.44666642,-0.57485276,1.1558291,1.5694797,0.93547255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.782005633204018,"[13, 10, 63, 49, 10, 47]","['v< ', 'nop', 'nop', 'nop', 'nop', 'v> ', 'nop', 'vnot +> ', 'nop', '<', 'vnot = ', 'v+> ', 'v*= ', 'nop', 'not <', 'nop', '=', 'vnot *= ', '=', 'v*= ', '>', 'v*= ', 'not =', 'vnot < ', 'v-> ', '>', 'not <', 'v> ', 'not >', 'vnot +> ']","['and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and']",a.x <  81943 AND b.x >  45135 or b.z not +>  e.z + 10767 and b.vy < a.vy AND c.x not =  34697 or c.y +>  e.y + 82875 AND d.y = f.y or d.z = b.z * 14431 AND e.z not = b.z and e.vx not <  3015 or e.vy ->  d.vy + 2420 AND f.z >  5967
1248,"-1.5447567,0.0,0.0,0.0,0.0,0.0,-2.3391485,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.5380435,1.1558291,0.29865095,1.0255796,1.9016601,-0.42530423,1.7012192,-1.6894598,2.1310868,0.12741368,1.4443926,1.1058197,-2.3391485,0.51623744,1.2697083,0.061730605,0.51850706,-0.28807786,0.31750786,-2.3828845,-0.28807786,-1.8567753,1.1759754,-0.74077964,-0.3202828,-0.44666642,-0.57485276,1.1558291,1.5694797,0.93547255,0.0,0.6538068,2.3097334,1.6944814,0.58025134,2.3097334,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.816548865387683,"[13, 10, 63, 49, 10, 47, 24]","['v< ', 'nop', 'nop', 'nop', 'nop', 'v> ', 'nop', 'vnot +> ', 'nop', '<', 'vnot = ', 'v+> ', 'v*= ', 'nop', 'not <', 'nop', '=', 'vnot *= ', '=', 'v*= ', '>', 'v*= ', 'not =', 'vnot < ', 'v-> ', '>', 'not <', 'v> ', 'not >', 'vnot +> ', 'v-> ', 'not >', '<', 'v*= ', 'nop']","['and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.x <  81943 AND b.x >  45135 or b.z not +>  e.z + 10767 and b.vy < a.vy AND c.x not =  34697 or c.y +>  e.y + 82875 or c.vy not < g.vy AND d.y = f.y or d.z = b.z * 14431 AND e.z not = b.z and e.vx not <  3015 or e.vy ->  d.vy + 2420 AND f.y not < g.y and f.z >  5967 or f.vx not > d.vx
1249,"-1.5447567,0.0,0.0,0.0,0.0,0.0,-2.3391485,-2.3177514,-0.100294285,-0.7902121,-0.41034296,-0.41034296,0.5380435,1.1558291,0.29865095,1.0255796,1.9016601,-0.42530423,1.7012192,-1.6894598,2.1310868,0.12741368,1.4443926,1.1058197,-2.3391485,0.51623744,1.2697083,0.061730605,0.51850706,-0.28807786,0.31750786,-2.3828845,-0.28807786,-1.8567753,1.1759754,-0.74077964,-0.3202828,-0.44666642,-0.57485276,1.1558291,1.5694797,0.93547255,-0.780799,0.6538068,2.3097334,1.6944814,0.58025134,2.3097334,0.0,1.0255796,0.08196849,0.21435185,-1.5709832,-0.29819626,0.0",5.5574746240102035,"[13, 10, 63, 49, 10, 47, 24, 8]","['v< ', 'nop', 'nop', 'nop', 'nop', 'v> ', 'nop', 'vnot +> ', 'nop', '<', 'vnot = ', 'v+> ', 'v*= ', 'nop', 'not <', 'nop', '=', 'vnot *= ', '=', 'v*= ', '>', 'v*= ', 'not =', 'vnot < ', 'v-> ', '>', 'not <', 'v> ', 'not >', 'vnot +> ', 'v-> ', 'not >', '<', 'v*= ', 'nop', 'nop', 'vnot +> ', 'nop', 'vnot +> ', 'not >']","['and', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'or']",a.x <  81943 AND b.x >  45135 or b.z not +>  e.z + 10767 and b.vy < a.vy AND c.x not =  34697 or c.y +>  e.y + 82875 and c.z not = h.z + 5618 or c.vy not < g.vy AND d.y = f.y or d.z = b.z * 14431 or d.vx = h.vx and d.vy not = h.vy + 2588 AND e.x > h.x and e.y not = h.y + 17055 and e.z not = b.z and e.vx not <  3015 or e.vy ->  d.vy + 2420 AND f.y not < g.y and f.z >  5967 or f.vx not > d.vx AND g.x ->  h.x + 17507 and g.y not > f.y and g.z < h.z or g.vx not = f.vx + 18457
1250,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,0.0,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.8325450390604243,"[97, 61]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and']",a.z > b.z
1251,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,-1.4075407,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.0,1.0486068,-0.8138284,-0.15272239,-0.425751,0.72894824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5561991815911145,"[97, 61, 4]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop', 'not >', 'vnot < ', '>', '>', 'vnot > ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and']",a.z > b.z AND c.y not <  84636 or c.vy not >  15217
1252,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,-1.4075407,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.25539982,1.0486068,-0.8138284,-0.15272239,-0.425751,0.72894824,0.0,-0.8217742,0.23823257,0.114915974,-0.6205828,0.92411083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.269224637296062,"[97, 61, 4, 65]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop', 'not >', 'vnot < ', '>', '>', 'vnot > ', 'nop', 'vnot -> ', 'not <', 'vnot *= ', 'not =']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and']",a.z > b.z AND b.x = d.x * 5540 or b.vx not > d.vx AND c.y not <  84636 and c.z > b.z or c.vx > d.vx or c.vy not >  15217
1253,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,-1.4075407,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.25539982,1.0486068,-0.8138284,-0.15272239,-0.425751,0.72894824,-1.4075407,-0.8217742,0.23823257,0.114915974,-0.6205828,0.92411083,0.0,0.75059354,1.160955,-0.28807786,0.82735944,0.5912353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3967688792049744,"[97, 61, 4, 65, 4]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop', 'not >', 'vnot < ', '>', '>', 'vnot > ', 'nop', 'vnot -> ', 'not <', 'vnot *= ', 'not =', 'not =', 'v*= ', 'v*= ', 'not =', 'nop']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or']",a.z > b.z AND b.x = d.x * 5540 or b.vx not > d.vx AND c.x not > e.x and c.y not <  84636 and c.z > b.z or c.vx > d.vx or c.vy not >  15217 AND d.vx = c.vx * 14818
1254,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,-1.4075407,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.25539982,1.0486068,-0.8138284,-0.15272239,-0.425751,0.72894824,-1.4075407,-0.8217742,0.23823257,0.114915974,-0.6205828,0.92411083,-0.780799,0.75059354,1.160955,-0.28807786,0.82735944,0.5912353,0.0,-2.0041046,-1.450282,0.33132815,1.1558291,-0.6205828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.3161502896317163,"[97, 61, 4, 65, 4, 8]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop', 'not >', 'vnot < ', '>', '>', 'vnot > ', 'nop', 'vnot -> ', 'not <', 'vnot *= ', 'not =', 'not =', 'v*= ', 'v*= ', 'not =', 'nop', 'v+> ', '<', 'vnot *= ', 'v> ', 'vnot *= ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and']",a.z > b.z and a.vx +>  f.vx + 7197 AND b.x = d.x * 5540 and b.y > f.y or b.vx not > d.vx AND c.x not > e.x and c.y not <  84636 and c.z > b.z or c.vx > d.vx or c.vy not >  15217 AND d.vx = c.vx * 14818 AND e.x not = f.x and e.vx not = c.vx AND f.vx >  15582
1255,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,-1.4075407,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.25539982,1.0486068,-0.8138284,-0.15272239,-0.425751,0.72894824,-1.4075407,-0.8217742,0.23823257,0.114915974,-0.6205828,0.92411083,-0.780799,0.75059354,1.160955,-0.28807786,0.82735944,0.5912353,1.0581945,-2.0041046,-1.450282,0.33132815,1.1558291,-0.6205828,0.0,0.58025134,-0.76815253,0.13420999,1.5656414,0.21391721,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.200988467874795,"[97, 61, 4, 65, 4, 8, 28]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop', 'not >', 'vnot < ', '>', '>', 'vnot > ', 'nop', 'vnot -> ', 'not <', 'vnot *= ', 'not =', 'not =', 'v*= ', 'v*= ', 'not =', 'nop', 'v+> ', '<', 'vnot *= ', 'v> ', 'vnot *= ', 'v*= ', '<', 'v+> ', 'vnot *= ', 'vnot +> ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and']",a.x = g.x and a.y not < g.y and a.z > b.z and a.vx +>  f.vx + 7197 and a.vy not = g.vy AND b.x = d.x * 5540 and b.y > f.y or b.vx not > d.vx AND c.x not > e.x and c.y not <  84636 and c.z > b.z or c.vx > d.vx or c.vy not >  15217 AND d.vx = c.vx * 14818 and d.vy not = g.vy AND e.x not = f.x and e.y not = g.y + 84017 and e.vx not = c.vx AND f.x +>  a.x + 73536 or f.y < c.y or f.z = a.z * 14811 or f.vx >  15582 or f.vy = c.vy * 11563
1256,"0.35382015,0.0,0.0,0.0,0.0,0.0,-2.4377851,-0.6098899,-0.57485276,-1.1477805,0.62295747,0.92411083,-1.4075407,-0.40974277,0.8306404,-1.9667813,-0.29819626,0.6084775,0.25539982,1.0486068,-0.8138284,-0.15272239,-0.425751,0.72894824,-1.4075407,-0.8217742,0.23823257,0.114915974,-0.6205828,0.92411083,-0.780799,0.75059354,1.160955,-0.28807786,0.82735944,0.5912353,1.0581945,-2.0041046,-1.450282,0.33132815,1.1558291,-0.6205828,2.4053066,0.58025134,-0.76815253,0.13420999,1.5656414,0.21391721,0.0,0.80234426,0.98656845,1.2219825,-0.44719154,0.39958245,0.0",4.643407556996333,"[97, 61, 4, 65, 4, 8, 28, 75]","['=', 'not <', '>', 'v+> ', 'not =', 'vnot *= ', '>', 'nop', 'not >', 'nop', 'not >', 'vnot < ', '>', '>', 'vnot > ', 'nop', 'vnot -> ', 'not <', 'vnot *= ', 'not =', 'not =', 'v*= ', 'v*= ', 'not =', 'nop', 'v+> ', '<', 'vnot *= ', 'v> ', 'vnot *= ', 'v*= ', '<', 'v+> ', 'vnot *= ', 'vnot +> ', '>', 'nop', 'vnot -> ', '>', 'v*= ']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and']",a.x = g.x and a.y not < g.y and a.z > b.z and a.vx +>  f.vx + 7197 and a.vy not = g.vy AND b.x = d.x * 5540 and b.y > f.y or b.vx not > d.vx AND c.x not > e.x and c.y not <  84636 and c.z > b.z or c.vx > d.vx or c.vy not >  15217 AND d.z not < h.z or d.vx = c.vx * 14818 and d.vy not = g.vy AND e.x not = f.x and e.y not = g.y + 84017 and e.z not = h.z + 10679 and e.vx not = c.vx AND f.x +>  a.x + 73536 or f.y < c.y or f.z = a.z * 14811 or f.vx >  15582 or f.vy = c.vy * 11563 AND g.x not = f.x + 62010 or g.y < f.y and g.z +>  d.z + 112 or g.vx = h.vx * 18225
