Unnamed: 0,pattern,rating,events,actions,conds,pattern_str
1586,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",10,"['player', 'bullet6', 'bullet1']","['=', '<', 'vnot<', 'not=', 'v<', '=', '>', 'not<', '=', '<', 'v=', 'v=']","['or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or']",a.vx not< value AND b.x < 7 or b.vy not< c.vy AND c.vx = 7 or c.vy = 2
1587,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9,"['player', 'bullet6', 'bullet1', 'bullet4']","['=', '<', 'vnot<', 'not=', 'v<', '=', '>', 'not<', '=', '<', 'v=', 'v=', 'v>', 'vnot=', 'not>', '>']","['or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and']",a.vx not< value or a.vy not= d.vy AND b.x < 7 and b.y = d.y or b.vy not< c.vy AND c.x = a.x or c.vx = 7 or c.vy = 2 AND d.x > 7 or d.y not= 0
1588,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['flayer8', 'explosion6', 'explosion3', 'explosion8', 'flyer4']","['not not<', 'vnot not< ', 'not=', 'nop', 'vnot v> ', 'nop', 'not>', 'v>', 'not vnot=', '<', 'nop', 'nop', 'vnot=', 'not v>', 'nop', 'v<', 'not>', '<', '=', 'not v>']","['and', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and']",a.y not not<  30 or a.vx not= d.vx AND b.x not  49 and b.vx not> d.vx and b.vy > nop AND c.y < d.y AND d.x not= nop or d.y not v> e.y or d.vy < nop
1589,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['flayer8', 'explosion6', 'explosion3', 'explosion8', 'flyer4', 'explosion8']","['not not<', 'vnot not< ', 'not=', 'nop', 'vnot v> ', 'nop', 'not>', 'v>', 'not vnot=', '<', 'nop', 'nop', 'vnot=', 'not v>', 'nop', 'v<', 'not>', '<', '=', 'not v>', 'not>', '=', '=', 'vnot<']","['and', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or']",a.y not not<  30 or a.vx not= d.vx AND b.x not  49 and b.vx not> d.vx and b.vy > nop AND c.y < d.y AND d.x not= nop or d.y not v> e.y or d.vy < nop AND e.x not> d.x or e.y < b.y AND f.vy not< nop
1590,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['v>', '<', 'vnot<', '<']","['and', 'or', 'or', 'or']",a.x > value or a.vx not< value
1591,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet2']","['v>', '<', 'vnot<', '<', 'v>', 'not<', 'not=', 'not<']","['and', 'or', 'or', 'or', 'or', 'or', 'or', 'or']",a.x > value or a.vx not< value AND b.x > value
1592,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['v=', '=', 'vnot<', 'vnot>']","['or', 'or', 'or', 'or']",a.x = value or a.vx not< value or a.vy not> value
1593,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet1', 'explosion5']","['v=', '=', 'vnot<', 'vnot>', '=', '<', '<', 'v>', 'not=', 'vnot<', 'vnot=', '<']","['or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and']",a.x = value or a.vx not< value or a.vy not> value AND b.vx < c.vx or b.vy > value AND c.y not< 7 and c.vx not= 2
1594,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'not=', 'vnot>', 'not<']","['and', 'and', 'or', 'and']",a.vx not> value
1595,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",10,"['player', 'explosion7', 'explosion8']","['=', 'not=', 'vnot>', 'not<', 'not<', 'vnot<', '<', 'v<', 'vnot<', 'not=', 'vnot<', 'not<']","['and', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or']",a.vx not> value AND b.y not< 7 or b.vy < 5 AND c.x not< 7 or c.vx not< 2
1596,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",26,"['player', 'explosion7', 'explosion8', 'finish']","['=', 'not=', 'vnot>', 'not<', 'not<', 'vnot<', '<', 'v<', 'vnot<', 'not=', 'vnot<', 'not<', '<', 'vnot=', '=', 'vnot=']","['and', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'or', 'or']",a.x = d.x and a.vx not> value AND b.y not< 7 or b.vy < 5 AND c.x not< 7 or c.vx not< 2 AND d.y not= value or d.vy not= value
1597,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['v<', '>', 'v<', '>']","['and', 'or', 'or', 'and']",a.x < value or a.vx < value
1598,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['player', 'bullet6']","['v<', '>', 'v<', '>', 'vnot>', 'vnot<', 'vnot<', 'v=']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",a.x < value or a.vx < value AND b.x not> value or b.y not< 7 and b.vx not< value or b.vy = 1
1599,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet6', 'bullet1']","['v<', '>', 'v<', '>', 'vnot>', 'vnot<', 'vnot<', 'v=', 'not<', 'v>', 'vnot>', 'not=']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and']",a.x < value or a.vx < value AND b.x not> value or b.y not< 7 and b.vx not< value or b.vy = 1 AND c.y > value or c.vx not> value
1600,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['=', '=', '>', '>']","['and', 'or', 'or', 'and']",nan
1601,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",16,"['player', 'finish']","['=', '=', '>', '>', 'vnot>', '=', 'not>', '=']","['and', 'or', 'or', 'and', 'and', 'or', 'or', 'or']",a.x = b.x AND b.x not> value
1602,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['=', '<', 'vnot>', '<']","['and', 'and', 'and', 'and']",a.vx not> value
1603,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet3']","['=', '<', 'vnot>', '<', 'not<', 'not<', 'not=', 'not=']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and']",a.vx not> value
1604,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet3', 'explosion8']","['=', '<', 'vnot>', '<', 'not<', 'not<', 'not=', 'not=', 'vnot<', 'not=', 'v=', '>']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or']",a.vx not> value AND c.x not< 2 and c.vx = 7
1605,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",39,"['player', 'bullet3', 'explosion8', 'finish']","['=', '<', 'vnot>', '<', 'not<', 'not<', 'not=', 'not=', 'vnot<', 'not=', 'v=', '>', 'not=', 'not>', 'not=', 'not<']","['and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'or']",a.x = d.x and a.vx not> value AND b.x not< d.x AND c.x not< 2 and c.vx = 7
1606,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['<', 'not>', 'vnot<', 'v<']","['and', 'and', 'and', 'or']",a.vx not< value and a.vy < value
1607,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet1']","['<', 'not>', 'vnot<', 'v<', 'v>', 'v>', 'vnot=', 'vnot=']","['and', 'and', 'and', 'or', 'or', 'or', 'and', 'and']",a.vx not< value and a.vy < value AND b.x > 0 or b.y > 4 or b.vx not= value and b.vy not= value
1608,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,"['player', 'bullet1', 'bullet6']","['<', 'not>', 'vnot<', 'v<', 'v>', 'v>', 'vnot=', 'vnot=', 'v<', 'v=', 'vnot>', '=']","['and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and']",a.vx not< value and a.vy < value AND b.x > 0 or b.y > 4 or b.vx not= value and b.vy not= value AND c.x < value and c.y = value and c.vx not> value
1609,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11,"['player', 'bullet1', 'bullet6', 'bullet4']","['<', 'not>', 'vnot<', 'v<', 'v>', 'v>', 'vnot=', 'vnot=', 'v<', 'v=', 'vnot>', '=', 'vnot=', '>', 'v>', '<']","['and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or']",a.vx not< value and a.vy < value AND b.x > 0 or b.y > 4 or b.vx not= value and b.vy not= value AND c.x < value and c.y = value and c.vx not> value AND d.x not= value or d.vx > value
1610,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",15,"['player', 'bullet1', 'bullet6', 'bullet4', 'explosion3']","['<', 'not>', 'vnot<', 'v<', 'v>', 'v>', 'vnot=', 'vnot=', 'v<', 'v=', 'vnot>', '=', 'vnot=', '>', 'v>', '<', 'not<', 'vnot<', 'vnot<', 'v=']","['and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or']",a.vx not< value and a.vy < value AND b.x > 0 or b.y > 4 or b.vx not= value and b.vy not= value AND c.x < value and c.y = value and c.vx not> value AND d.x not= value or d.vx > value AND e.y not< 1 or e.vx not< value and e.vy = 5
1611,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['not=', '=', 'vnot<', 'v=']","['or', 'or', 'or', 'or']",a.vx not< value or a.vy = value
1612,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet4']","['not=', '=', 'vnot<', 'v=', 'vnot=', 'v=', 'not<', 'v>']","['or', 'or', 'or', 'or', 'or', 'or', 'and', 'or']",a.y = b.y or a.vx not< value or a.vy = value AND b.x not= 3 or b.y = 5 or b.vy > value
1613,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'v<', '>', 'vnot<']","['and', 'or', 'and', 'or']",a.y < value or a.vy not< value
1614,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'finish']","['=', 'v<', '>', 'vnot<', 'not>', 'vnot<', '>', 'not=']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and']",a.x = b.x and a.y < value or a.vy not< value AND b.y not< value
1615,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['v<', '>', 'not>', '=']","['or', 'and', 'and', 'and']",a.x < value
1616,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'bullet6']","['v<', '>', 'not>', '=', 'not<', '=', '<', 'v=']","['or', 'and', 'and', 'and', 'and', 'or', 'and', 'and']",a.x < value AND b.vy = 4
1617,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['not<', '<', 'vnot<', 'not>']","['or', 'or', 'and', 'or']",a.vx not< value
1618,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet1']","['not<', '<', 'vnot<', 'not>', 'vnot<', 'vnot<', '<', '<']","['or', 'or', 'and', 'or', 'and', 'and', 'or', 'or']",a.y < b.y or a.vx not< value AND b.x not< 3 and b.y not< 6
1619,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",16,"['player', 'bullet1', 'bullet4', 'bullet2']","['not<', '<', 'vnot<', 'not>', 'vnot<', 'vnot<', '<', '<', '=', '=', 'v=', 'not<', 'v>', 'not<', 'v>', '=']","['or', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and']",a.y < b.y or a.vx not< value AND b.x not< 3 and b.y not< 6 AND c.x = a.x or c.vx = 3 and c.vy not< b.vy AND d.x > 6 and d.vx > value
1620,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', '<', 'vnot=', '=']","['and', 'or', 'or', 'and']",a.vx not= value
1621,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'explosion8']","['=', '<', 'vnot=', '=', 'not=', 'not>', 'vnot=', 'v=']","['and', 'or', 'or', 'and', 'or', 'or', 'and', 'or']",a.vx not= value AND b.vx not= value and b.vy = 2
1622,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",21,"['player', 'explosion8', 'finish']","['=', '<', 'vnot=', '=', 'not=', 'not>', 'vnot=', 'v=', 'vnot>', '<', 'v>', '=']","['and', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or']",a.x = c.x and a.y < c.y or a.vx not= value AND b.y not> c.y or b.vx not= value and b.vy = 2 AND c.x not> value or c.vx > value
1623,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",33,"['player', 'bullet1', 'finish']","['=', 'not=', '=', 'not<', '>', 'not>', 'not>', 'v>', 'not<', 'v>', 'vnot>', '>']","['and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and']",a.x = c.x and a.vx = c.vx AND b.x > a.x or b.vy > 0 AND c.y > value and c.vx not> value
